CODE,ADDRESS,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,AMV_price,sellerId,seller_name,seller_branch,sellerType,m_totalImages,m_hasVideo,m_hasVirtualTour,m_hasBrochure,ber_rating,longitude,latitude,LONGITUDE,LATITUDE
3682173,"49 Moy Glas View, Balgaddy, Lucan, Co. Dublin, K78 A402, Ireland",standard,2022-01-19,290000,3,2,Semi-D,95.0,Buy,0,12120.0,Deirdre O'Gara,Mullery O'Gara Estate Agents,BRANDED_AGENT,23.0,False,False,False,C3,-6.345019,52.713177,-6.428768499999999,53.3422588
3682165,"6 Innisfallen Parade, Phibsborough, Dublin, D07 AC83, Ireland",standard,2022-01-20,285000,2,1,Terrace,50.0,Buy,0,8447.0,Declan Woods,Sherry FitzGerald Declan Woods,BRANDED_AGENT,11.0,False,False,False,C3,-7.365268,53.989956,-6.261417799999999,53.3610135
3682134,"24 Oaklands Cres, Rathfarnham, Rathgar, Co. Dublin, Ireland",standard,2022-01-30,420000,2,1,Apartment,76.0,Buy,0,7569.0,Conor Clarke,Ray Cooke Auctioneers Clondalkin,BRANDED_AGENT,3.0,False,False,False,XXX,-6.478206,53.2585483,-6.2675876,53.3114812
3682118,"16 Northumberland Ave, Dún Laoghaire, Dublin, A96 Y625, Ireland",standard,2022-01-30,1345000,5,5,End of Terrace,220.0,Buy,0,2797.0,Chris Smith,Quillsen (Navan),BRANDED_AGENT,15.0,False,False,False,XXX,-6.4005539,53.5105073,-6.136023499999999,53.2900076
3682117,"23 Marley Grove, Rathfarnham, Dublin, D16 WC97, Ireland",standard,2022-01-19,800000,3,1,Semi-D,114.0,Buy,0,1154.0,Brian Farrell,REA Brophy Farrell,BRANDED_AGENT,1.0,False,False,False,E2,-6.812624,53.1692552,-6.2694949,53.2846376
3682113,"38 Woodview, Blackrock, Dublin, Ireland",standard,2022-01-30,595000,2,2,Apartment,76.0,Buy,0,1154.0,Brian Farrell,REA Brophy Farrell,BRANDED_AGENT,1.0,False,False,False,E2,-6.8126044,53.1693224,-6.1886511,53.300418
3682009,"32 Elm Mount Cl, Beaumont, Dublin, D09 Y236, Ireland",standard,2022-01-28,350000,3,1,Semi-D,99.0,Buy,0,1611.0,Youbid.Ie Online Auction,O'Connor Murphy Auctioneers,BRANDED_AGENT,19.0,True,False,True,C1,-9.022504,51.927639,-6.2248011,53.3804948
3682022,"Castle Gate Apartments, Castle St, Dublin 2, Ireland",standard,2022-01-28,375000,2,1,Apartment,58.0,Buy,0,9506.0,Deirdre,Michael Roberts Estate Agents,BRANDED_AGENT,13.0,False,False,False,B3,-8.668108,52.665308,-6.268463,53.3435916
3682019,"3 E Wall Rd, East Wall, Dublin, Ireland",standard,2022-01-19,250000,3,1,Terrace,63.0,Buy,0,12163.0,Liam Farragher,Keller Williams Ireland,BRANDED_AGENT,12.0,True,False,False,D2,-9.125057,53.267918,-6.2364019,53.3590319
3681985,"300 Le Fanu Rd, Kylemore, Dublin 10, D10 FK76, Ireland",standard,2022-01-28,260000,2,1,Terrace,81.0,Buy,0,2774.0,Brian McGuirk,Sherry FitzGerald Lannon,BRANDED_AGENT,21.0,False,False,False,C3,-6.380438,53.719802,-6.3550235,53.3395118
3681983,"45 Castledawson, Blackrock, Dublin, Ireland",standard,2022-01-19,625000,3,3,Apartment,116.0,Buy,0,758.0,Paul O'Connor,Castle Estate Agents,BRANDED_AGENT,29.0,False,False,False,C3,-6.356645,52.240599,-6.1859633,53.3035418
3681979,"The Court, 4 Stillorgan Rd, Donnybrook Castle, Dublin 4, Ireland",standard,2022-01-19,845000,4,3,Semi-D,122.0,Buy,0,2810.0,Heffernan Auctioneers,Heffernan Auctioneers,BRANDED_AGENT,17.0,False,False,False,B3,-7.503906,53.295667,-6.2310441,53.31594579999999
3681914,"The Kilns, 58 Station Rd, Portmarnock, Co. Dublin, Ireland",standard,2022-01-28,435000,3,3,Apartment,111.0,Buy,0,10094.0,Mark Conroy - Sales,Mark Charles Properties,BRANDED_AGENT,14.0,False,False,False,C1,-7.498778,53.292504,-6.150110199999999,53.4193784
3681874,"175 Woodlawn Park Grove, Knocklyon, Dublin 24, D24 TXP8, Ireland",standard,2022-01-30,525000,3,2,Semi-D,139.0,Buy,0,718.0,Darren Kelly,Noel Kelly Auctioneers LTD,BRANDED_AGENT,22.0,False,False,False,C3,-6.153593,53.419364,-6.3339998,53.28008149999999
3681869,"Belgrove Park, Mount Prospect Lawns, Clontarf, Dublin 3, Ireland",standard,2022-01-19,515000,3,3,Townhouse,117.0,Buy,0,4335.0,Ger Carmody,Ger Carmody Auctioneers,UNBRANDED_AGENT,10.0,False,False,False,C3,-9.686481,52.269347,-6.191059699999999,53.3683355
3681865,"Foley St, Mountjoy, Dublin, Ireland",standard,2022-01-30,345000,2,2,Apartment,85.0,Buy,0,860.0,Raymond Potterton & Co.,Raymond Potterton & Co.,BRANDED_AGENT,10.0,False,True,False,C3,-6.652487,53.636225,-6.2513988,53.3519893
3681861,"Apartment 12, 2 Reuben Plaza, Saint James' (part of Phoenix Park), Dublin 8, D08 TX80, Ireland",standard,2022-01-30,325000,2,2,Apartment,71.0,Buy,0,12.0,Jordan Smyth  BSc (Ord) A.V.E.A,Baxter Real Estate,BRANDED_AGENT,12.0,False,False,False,C2,-6.391202,53.388492,-6.293175600000001,53.3376323
2757855,"54 John St S, Saint Catherine's, Dublin, D08 N7C0, Ireland",standard,2022-01-28,300000,2,1,End of Terrace,78.0,Buy,0,10939.0,Johnathan Jordan,Online Estate Agent.ie,UNBRANDED_AGENT,24.0,False,False,False,D1,-6.421951,53.281232,-6.2820125,53.3389069
3591075,"40 Lealand Rd, Bawnoges, Dublin 22, D22 W3W5, Ireland",standard,2022-01-26,270000,3,2,Terrace,143.0,Buy,0,1263.0,Douglas Robertson,Robertson Estate Agents,BRANDED_AGENT,25.0,False,False,False,A3,-6.138312,53.494828,-6.4137204,53.3238862
3681154,"2 The Avenue, Cypress Downs, Dublin 6W, Co. Dublin, D6W EY61, Ireland",standard,2022-01-20,350000,3,1,Detached,,Buy,0,2199.0,Mike Mullery,Mullery Auctioneers Ltd,BRANDED_AGENT,14.0,False,True,False,B3,-8.945258,53.336593,-6.31563,53.3010856
3681279,"11 Belfry Cl, Citywest, Dublin, D24 VE03, Ireland",standard,2022-01-30,275000,3,3,Duplex,117.0,Buy,0,7193.0,Niall Black,Shane Black Property Advisors & Agents,BRANDED_AGENT,22.0,True,False,False,C2,-6.362499,53.721909,-6.4167396,53.2784705
3681277,"23 Parkhill Cl, Kilnamanagh, Dublin 24, D24 RD3K, Ireland",standard,2022-01-30,345000,3,1,Semi-D,167.0,Buy,0,6843.0,Olivia O'Leary,Gary O'Driscoll & Co Ltd,UNBRANDED_AGENT,28.0,False,False,False,D2,-9.714287,52.276464,-6.3652052,53.3017176
3681276,"68 Maryville Rd, Clontarf East, Dublin 5, D05 X3T3, Ireland",standard,2022-01-25,445000,3,1,Terrace,90.0,Buy,0,9506.0,Deirdre,Michael Roberts Estate Agents,BRANDED_AGENT,9.0,False,False,False,E2,-8.642348,52.673055,-6.181822899999999,53.3770941
3681147,"8 Chanel Ave, Beaumont, Dublin 5, D05 Y2A2, Ireland",standard,2022-01-30,395000,3,2,Terrace,105.0,Buy,0,11257.0,David Scally,David Ross Estate Agents,BRANDED_AGENT,20.0,True,False,False,C3,-6.306191,53.333608,-6.2080524,53.3859126
3681146,"122 Ardbeg Park, Beaumont, Dublin 5, D05 C9X2, Ireland",standard,2022-01-30,395000,3,1,Terrace,90.0,Buy,0,1202.0,Henry Kee,Henry Kee & Son Auctioneers,UNBRANDED_AGENT,16.0,False,False,False,B3,-7.730092,54.753181,-6.204062299999999,53.3851059
3673698,"11 Carrickmines Chase, Carrickmines Wood, Dublin 18, D18 R593, Ireland",standard,2022-01-18,595000,3,2,Terrace,100.0,Buy,0,2872.0,Catherine O'Reilly,Sherry FitzGerald Catherine O'Reilly,BRANDED_AGENT,36.0,False,False,False,C3,-6.044193,52.979043,-6.166591299999999,53.2597506
3680934,"16 Warrenstown Walk, Buzzardstown, Dublin 15, D15 X7W1, Ireland",standard,2022-01-21,280000,3,2,Semi-D,93.0,Buy,0,1611.0,Youbid.Ie Online Auction,O'Connor Murphy Auctioneers,BRANDED_AGENT,6.0,True,False,True,D1,-8.574828,52.659169,-6.385258899999999,53.4020464
3680928,"Crofton Mews, Stable Ln, Dún Laoghaire, Dublin, Ireland",standard,2022-01-28,549000,1,1,End of Terrace,111.0,Buy,0,49.0,Gary Marshall,Vincent Finnegan,BRANDED_AGENT,13.0,False,False,False,E2,-6.260806,53.279751,-6.140674300000001,53.2957316
3680908,"18a, 7 Blackhall Pl, Stoneybatter, Dublin, Ireland",standard,2022-01-28,300000,2,1,Apartment,57.0,Buy,0,1611.0,Youbid.Ie Online Auction,O'Connor Murphy Auctioneers,BRANDED_AGENT,10.0,True,False,False,C2,-8.98005,52.600875,-6.2820165,53.3487794
3680905,"14 Roebuck Rd, Stillorgan, Dublin, Co. Dun Laoghaire-Rathdown, Ireland",standard,2022-01-28,320000,1,1,Apartment,63.0,Buy,0,1611.0,Youbid.Ie Online Auction,O'Connor Murphy Auctioneers,BRANDED_AGENT,11.0,False,False,False,C3,-8.119231,51.861272,-6.230493,53.30248
3680884,"11 St Patrick's Park, Ballisk, Donabate, Co. Dublin, K36 A588, Ireland",standard,2022-01-24,485000,3,1,Bungalow,102.0,Buy,0,1611.0,Declan Barry,O'Connor Murphy Auctioneers,BRANDED_AGENT,28.0,True,False,False,C3,-8.603998,52.673104,-6.1445076,53.4854436
3680844,"Apartment 7, The Waterfront, Hanover Quay, Dublin Docklands, Dublin 2, Ireland",standard,2022-01-30,690000,2,2,Apartment,76.0,Buy,0,3438.0,Joe Wheeler,Wheeler Auctioneers Ltd,BRANDED_AGENT,38.0,False,False,False,C3,-8.692823,52.353671,-6.2341283,53.34422259999999
3680843,"6w, 9 Beechlawn Way, Rathfarnham, Dublin, Ireland",standard,2022-01-30,365000,2,1,Apartment,49.0,Buy,0,3474.0,"Clive Kavanagh BSc(Surv), MSCSI, MRICS, MIPI, Director",Jordan Auctioneers and Chartered Surveyors,BRANDED_AGENT,13.0,False,False,True,SI_666,-6.1607967281848,52.7970853499473,-6.282358599999999,53.3092287
3680835,"Baltrasna, Co. Dublin, Ireland",standard,2022-01-21,450000,4,1,Detached,149.0,Buy,0,11896.0,Deirdre Phelan,Property Partners Phelan Herterich,BRANDED_AGENT,15.0,False,False,False,G,-7.114233,52.255542,-6.1578115,53.5800414
3680826,"62 Castle Park Rd, Sandycove, Dublin, A96 YH04, Ireland",standard,2022-01-30,2500000,6,4,Detached,324.0,Buy,0,2818.0,David Flynn,Sherry FitzGerald P. Burke,UNBRANDED_AGENT,19.0,False,False,False,XXX,-8.406424,53.599562,-6.117057200000001,53.278195
3680775,"51 Cherrywood Grove, Fairview, Dublin 22, D22 KD59, Ireland",standard,2022-01-18,279000,3,1,Bungalow,158.0,Buy,0,1177.0,Gary Little mipav,Property Partners John Little,UNBRANDED_AGENT,19.0,False,False,False,E1,-6.457689,53.724484,-6.408036999999999,53.3199348
3680755,"Abbotstown Farm, Ballycoolin Rd, Ballycoolen, Dublin 15, Ireland",standard,2022-01-28,295000,3,1,Bungalow,51.0,Buy,0,1513.0,Shane Hanevy [Senior Property Consultant],Bohan Hyland & Associates,BRANDED_AGENT,11.0,False,True,False,D1,-6.265511,53.346352,-6.349641099999999,53.3974467
3680748,"14 Loreto Abbey, Rathfarnham, Dublin, Ireland",standard,2022-01-28,295000,2,2,Apartment,,Buy,0,11797.0,Mark Nestor,Mark Nestor Property Services Ltd,BRANDED_AGENT,13.0,False,False,False,SI_666,-7.914193,53.565517,-6.2803609,53.2929177
3680538,"85 Ashfield Rd, Ranelagh, Dublin 6, D06 HH29, Ireland",standard,2022-01-30,1275000,4,3,Terrace,180.0,Buy,0,2767.0,Padraic Davis,Padraic Davis Auctioneers,UNBRANDED_AGENT,30.0,True,False,False,C2,-7.765114,53.824294,-6.252945299999999,53.3238948
3680504,"15 The Bawn, Malahide, Co. Dublin, K36 XW62, Ireland",standard,2022-01-25,500000,3,2,End of Terrace,113.0,Buy,0,10661.0,Eoin O'Toole,Lisney (Howth Road),BRANDED_AGENT,12.0,False,False,False,XXX,-6.2554027,53.3743027,-6.1517627,53.4429713
3680471,"2 Roselawn Walk, Blanchardstown, Dublin 15, D15 VW6D, Ireland",standard,2022-01-28,550000,4,2,Semi-D,158.0,Buy,0,3660.0,Sales Department,Gordon Hughes Estate Agents -Leitrim,BRANDED_AGENT,7.0,True,False,False,B3,-8.092845,53.954856,-6.3807816,53.3836119
3680430,"21, Belville, Ailesbury Rd, Ballsbridge, Dublin 4, Ireland",standard,2022-01-28,320000,1,1,Apartment,42.0,Buy,0,2652.0,Pippy Proger,Sherry FitzGerald Dun Laoghaire,BRANDED_AGENT,11.0,True,False,False,A3,-6.140736,53.282344,-6.230273800000001,53.3185099
3680361,"12 Saddlers Ct, Rathmines, Dublin, Ireland",standard,2022-01-24,370000,2,2,Duplex,71.0,Buy,0,11020.0,Graham Buckley,Buckley Real Estate,BRANDED_AGENT,11.0,False,False,False,B2,-6.46399,53.338871,-6.2658577,53.3260703
3672713,"The Steelworks, Foley St, Mountjoy, Dublin 1, Ireland",standard,2022-01-18,335000,2,2,Apartment,91.0,Buy,0,1032.0,Sinead Dawson,REA Boyd's,BRANDED_AGENT,19.0,False,False,False,F,-7.246731,52.65646,-6.2512772,53.3523836
3680348,"65 Ravenswood Cres, Clonsilla, Dublin, D15 H6Y3, Ireland",standard,2022-01-28,290000,2,1,Terrace,,Buy,0,2746.0,John Dunne,Hume Auctioneers,BRANDED_AGENT,20.0,False,False,False,F,-7.294621,53.033958,-6.4246674,53.3947233
3680341,"30 Warren St, Saint Kevin's, Dublin 8, D08 A4P0, Ireland",standard,2022-01-28,400000,2,1,Terrace,75.0,Buy,1,1760.0,Johanna Murphy,Johanna Murphy & Son Estate Agents,UNBRANDED_AGENT,30.0,False,False,False,B3,-8.303179,51.857268,-6.2675996,53.33044109999999
3680294,"7 Churchwell Grove, Donaghmede, Dublin, D13 XH31, Ireland",standard,2022-01-18,259950,2,1,Apartment,81.0,Buy,0,2640.0,Thomas Fitzpatrick,Sherry FitzGerald Lucan,BRANDED_AGENT,8.0,False,False,False,D2,-6.342557,53.347957,-6.1738794,53.4044076
3680217,"Rockfield House, Hillcrest Rd, Sandyford, Dublin 18, Ireland",standard,2022-01-27,900000,3,2,Detached,255.0,Buy,0,10947.0,Northside Sales,Ray Cooke Auctioneers Finglas,BRANDED_AGENT,13.0,False,False,False,C1,-6.2879666,53.4059838,-6.2252487,53.26605980000001
3680210,"15 Moatfield Ave, Donaghmede, Dublin 5, D05 W7R6, Ireland",standard,2022-01-30,495000,3,2,End of Terrace,124.0,Buy,0,10947.0,Northside Sales,Ray Cooke Auctioneers Finglas,BRANDED_AGENT,19.0,False,False,False,XXX,-6.3088294,53.3990515,-6.1941042,53.3881197
3680206,"Grand Canal Wharf, S Dock Rd, Dublin 4, Ireland",standard,2022-01-30,395000,2,2,Apartment,63.0,Buy,0,10947.0,Northside Sales,Ray Cooke Auctioneers Finglas,BRANDED_AGENT,11.0,False,False,False,C1,-6.1730141,53.4082362,-6.2315578,53.3423163
3680200,"8 Cunningham Dr, Dalkey, Co. Dublin, A96 E370, Ireland",standard,2022-01-29,2100000,4,4,Detached,220.0,Buy,0,10947.0,Northside Sales,Ray Cooke Auctioneers Finglas,BRANDED_AGENT,18.0,False,False,False,XXX,-6.2839944,53.3907746,-6.1066327,53.2727488
3680198,"32 Meadow Vale, Dublin, Ireland",standard,2022-01-29,695000,4,2,Semi-D,136.0,Buy,0,10947.0,Northside Sales,Ray Cooke Auctioneers Finglas,BRANDED_AGENT,18.0,False,False,False,C2,-6.2902949,53.4046173,-6.1579951,53.270427
3680185,"11 Mount Rochford Cl, Bremore, Balbriggan, Co. Dublin, K32 XA06, Ireland",standard,2022-01-28,325000,4,3,Semi-D,111.0,Buy,0,2607.0,Graham Gaughran,DNG Terenure,BRANDED_AGENT,16.0,False,False,False,D2,-6.322379,53.300053,-6.200663,53.6179129
3680179,"113 Rialto Cottages, Rialto, Dublin, D08 DK3T, Ireland",standard,2022-01-18,295000,2,1,Terrace,47.0,Buy,0,737.0,Coonan Maynooth,Coonan Estate Agents Ltd,UNBRANDED_AGENT,18.0,True,False,False,C1,-6.579344,53.368628,-6.297286,53.336535
3680172,"27 Glenthorn Park, Dublin Hill, Cork, T23 X7X2, Ireland",standard,2022-01-18,275000,3,1,Semi-D,107.0,Buy,0,542.0,Flynn and Associates Raheny,Flynn & Associates Ltd (Raheny),BRANDED_AGENT,17.0,True,False,False,C3,-6.1694738,53.3829384,-8.462648699999999,51.9195611
3680173,"67 White Oaks, Friarland, Dublin, Ireland",standard,2022-01-27,320000,2,1,Apartment,90.0,Buy,0,1590.0,Flynn and Associates Castleknock,Flynn & Associates Ltd (Castleknock),BRANDED_AGENT,18.0,True,False,False,B3,-6.3627187,53.3673079,-6.236628899999999,53.30310240000001
3680168,"82 Cleggan Ave, Drumfinn, Dublin 10, D10 HW18, Ireland",standard,2022-01-26,235000,3,1,Terrace,90.0,Buy,0,6970.0,James Lyons O'Keeffe,James Lyons O'Keeffe,BRANDED_AGENT,18.0,True,False,False,G,-9.566421,51.507053,-6.3680748,53.345266
3680130,"552A Mourne Rd, Drimnagh, Dublin, D12 FH02, Ireland",standard,2022-01-21,290000,2,1,End of Terrace,81.0,Buy,0,2678.0,Declan Quinn,DNG John Joyce,BRANDED_AGENT,15.0,False,False,False,E2,-8.697486,53.523613,-6.305466699999999,53.3336622
3680110,"29 Foxfield Park, Donaghmede, Dublin 5, D05 WN67, Ireland",standard,2022-01-18,650000,3,3,Semi-D,123.0,Buy,0,2816.0,Roisin Rooney,Paul Lafferty Ltd,UNBRANDED_AGENT,10.0,False,False,False,E1,-8.580201,53.901707,-6.1581315,53.38225
3680063,"6 Harold's Cross Rd, Harold's Cross, Dublin, Ireland",standard,2022-01-28,540000,3,1,Semi-D,81.0,Buy,0,2248.0,REA Eoin Dillon,REA Eoin Dillon,UNBRANDED_AGENT,9.0,False,False,False,D2,-8.2003177,52.8725458,-6.2761907,53.3291013
3679951,"Great Budworth, 2 Grange Manor Rd, Rathfarnham, Dublin 16, D16 DR58, Ireland",standard,2022-01-30,1300000,4,5,Detached,328.0,Buy,0,1329.0,DNG Royal County,DNG Royal County,BRANDED_AGENT,20.0,False,False,False,G,-6.693335,53.652173,-6.273073,53.2870257
3680047,"18 Sheephill Ave, Corduff, Dublin 15, D15 WNP7, Ireland",standard,2022-01-28,249950,3,1,Terrace,,Buy,0,9047.0,Grainne McKenna,DNG McKenna Healy,UNBRANDED_AGENT,19.0,False,False,False,C2,-6.171772,53.522909,-6.3738833,53.4002746
3679941,"18 Lindenvale, Rockfield, Blackrock, Co. Dublin, A94 F3C3, Ireland",standard,2022-01-30,925000,4,1,Detached,163.0,Buy,0,9990.0,Christopher Bradley,Sherry FitzGerald Ballsbridge,BRANDED_AGENT,12.0,True,False,False,B3,-6.228073,53.332076,-6.1785182,53.2925885
3679922,"3 Lindisfarne Green, Clonburris Great, Dublin 22, D22 AX92, Ireland",standard,2022-01-18,270000,3,1,Terrace,82.0,Buy,0,2178.0,Adrianna Hegarty,Hegarty-Properties,BRANDED_AGENT,22.0,False,False,False,A3,-8.197497,51.91032,-6.4162468,53.3278076
3679859,"4 Highthorn Park, Glenageary, Monkstown, Co. Dublin, A96 D9K5, Ireland",standard,2022-01-28,650000,4,3,Terrace,88.0,Buy,0,2178.0,Kyle Kennedy,Hegarty-Properties,BRANDED_AGENT,13.0,False,False,False,C1,-8.1316,51.858324,-6.1449925,53.2838775
3679886,"17 Greencastle Rd, Castle Elms, Priorswood, Dublin 17, D17 XY53, Ireland",standard,2022-01-28,245000,2,1,Apartment,62.0,Buy,0,2178.0,Kyle Kennedy,Hegarty-Properties,BRANDED_AGENT,20.0,False,False,False,C2,-8.173305,51.923272,-6.197861899999999,53.3945896
3680204,"Apartment 71, 25 Wolfe Tone St, North City, Dublin, D01 K661, Ireland",standard,2022-01-30,265000,1,1,Apartment,46.0,Buy,0,2178.0,Adrianna Hegarty,Hegarty-Properties,BRANDED_AGENT,23.0,False,False,False,B3,-8.041301,51.900818,-6.2678257,53.3493981
3679901,"29 Luttrellstown Grove, Carpenterstown, Dublin, D15 V2H6, Ireland",standard,2022-01-25,475000,3,2,Semi-D,88.0,Buy,0,4705.0,DNG John O' Brien Office,DNG John O’Brien,UNBRANDED_AGENT,12.0,False,False,False,C2,-6.897439,54.131961,-6.3988513,53.3709192
3679891,"17, 3 Sion Hill Rd, Grace Park, Dublin 9, D09 R2R7, Ireland",standard,2022-01-18,190000,1,1,Apartment,35.0,Buy,0,11257.0,David Scally,David Ross Estate Agents,BRANDED_AGENT,21.0,True,False,False,D1,-6.316873,53.324215,-6.2414765,53.3756508
3679822,"3 Firgrove, Killiney, Co. Dublin, A96 D860, Ireland",standard,2022-01-30,375000,2,1,Terrace,63.0,Buy,0,8702.0,Madden Property Consultants,Madden Property,BRANDED_AGENT,10.0,True,False,False,C3,-6.240182,53.342833,-6.1226194,53.2522527
3588714,"17 Reilly's Ave, Saint James' (part of Phoenix Park), Dublin 8, D08 X6V0, Ireland",standard,2022-01-18,345000,3,2,Terrace,72.0,Buy,0,9556.0,Philip Thome,Leonard Wilson Keenan Estates & Letting Agents,BRANDED_AGENT,13.0,True,False,False,D1,-6.32044,53.38262,-6.2898605,53.3338067
3678958,"Apartment 8, Brock Hall, Brock's Ln, Glenageary, Dublin, Ireland",standard,2022-01-18,330000,1,1,Apartment,52.0,Buy,0,1918.0,Darragh O Se,Property Partners Daly O'Se,UNBRANDED_AGENT,15.0,False,False,False,B2,-9.854014,52.283682,-6.1420837,53.2943511
3679698,"4 Fairhaven Rd, Pelletstown, Dublin 15, D15 N40T, Ireland",standard,2022-01-30,785000,4,3,Semi-D,144.0,Buy,0,11020.0,Graham Buckley,Buckley Real Estate,BRANDED_AGENT,7.0,False,False,False,C1,-6.198513,53.262681,-6.3383391,53.3714078
3679682,"Redgap, Hillsbrook, Co. Dublin, Ireland",standard,2022-01-29,800000,6,6,Detached,929.0,Buy,0,2886.0,Raymond Gaffney,Raymond Gaffney & Sons Ltd.,UNBRANDED_AGENT,44.0,False,False,False,B3,-6.282307,52.728658,-6.4834365,53.2657319
3679385,"12 Devenish Rd, Crumlin, Dublin 12, D12 F6XC, Ireland",standard,2022-01-30,365000,3,1,Semi-D,78.0,Buy,0,7325.0,Bernard O'Neill,O'Neill McHugh Auctioneers,UNBRANDED_AGENT,2.0,False,False,False,C1,-7.616594,53.700049,-6.295150599999999,53.3217638
3679382,"134 Morehampton Rd, Dublin, Ireland",standard,2022-01-29,875000,3,2,Terrace,123.0,Buy,0,2742.0,Joseph Coogan,Joseph Coogan Auctioneers,UNBRANDED_AGENT,32.0,False,False,False,C2,-7.553116,52.755588,-6.23895,53.32349
3457657,"Defence Forces Headquarters, 7 Infirmary Rd, Saint James' (part of Phoenix Park), Dublin 7, D07 FHN8, Ireland",standard,2022-01-17,440000,2,1,Terrace,69.0,Buy,0,2601.0,Nick Moore,Sherry FitzGerald Terenure,BRANDED_AGENT,19.0,False,False,False,A2,-6.281918,53.317007,-6.296756999999999,53.3499777
3679028,"4, 15 Glenville Green, Clonsilla, Blanchardstown, Dublin 15, D15 K2DY, Ireland",standard,2022-01-28,215000,2,2,Apartment,63.0,Buy,0,10888.0,Victoria Bentley,Sherry FitzGerald Clonee,BRANDED_AGENT,8.0,False,False,False,C2,-6.400297,53.391533,-6.3852622,53.3828553
3678987,"5 Castletimon Park, Kilmore, Dublin 5, D05 XR66, Ireland",standard,2022-01-26,280000,3,1,Terrace,72.0,Buy,0,1202.0,Henry Kee,Henry Kee & Son Auctioneers,UNBRANDED_AGENT,17.0,False,False,False,C2,-7.506163,54.849875,-6.2303733,53.3944018
3678971,"The Fairways, Seabrook Manor, Portmarnock, Co. Dublin, D13 ND78, Ireland",standard,2022-01-28,425000,2,2,Apartment,101.0,Buy,0,7648.0,Gerard Carr  MSCSI MRICS,O'Connor Estate Agents,BRANDED_AGENT,22.0,False,False,False,B3,-6.175613,53.405602,-6.1535765,53.4194156
3678949,"Westend Village, Snugborough Rd, Blanchardstown, Dublin 15, Ireland",standard,2022-01-28,280000,3,2,Apartment,76.0,Buy,0,4167.0,Maura Donohoe MIPAV / CV /  MCEI,Maura Donohoe Auctioneers,BRANDED_AGENT,12.0,False,False,False,D2,-6.809403,53.181868,-6.390667499999999,53.3886042
3678928,"41 Verschoyle Glen, Gibbons, Dublin 24, D24 T2K2, Ireland",standard,2022-01-18,400000,3,3,Semi-D,113.0,Buy,0,1832.0,Hazel,Clement Herron Real Estate,BRANDED_AGENT,15.0,False,False,False,C1,-7.631128,52.936575,-6.421945699999999,53.2812322
3674962,"21, 18 Wingfield, Jamestown, Dublin, Ireland",standard,2022-01-17,350000,2,2,Apartment,70.0,Buy,0,3278.0,John Phelan,Harry Brann Auctioneers & Valuers,UNBRANDED_AGENT,31.0,False,False,False,B3,-8.444281,52.800474,-6.205387699999999,53.2509141
3678904,"Rowans Little, Hollywood, Co. Dublin, Ireland",standard,2022-01-21,330000,2,4,Detached,235.0,Buy,0,3253.0,Matthew Scanlon,E & M Scanlon Auctioneers & Estate Agents Ltd,UNBRANDED_AGENT,26.0,True,False,False,C1,-8.602954,54.055293,-6.2243789,53.5616979
3678869,"11 Rahillion Park, Rahillion, Co. Dublin, Ireland",standard,2022-01-17,610000,4,4,Detached,143.0,Buy,0,1118.0,Martin Shortt,Martin Shortt Auctioneers,BRANDED_AGENT,13.0,False,False,False,D1,-7.325363,53.831216,-6.1386074,53.49457349999999
3678857,"22 Monastery Road, Redcow, Dublin, Ireland",standard,2022-01-28,450000,3,1,Semi-D,128.0,Buy,0,11797.0,Mark Nestor,Mark Nestor Property Services Ltd,BRANDED_AGENT,9.0,False,False,False,B3,-7.989329,53.426724,-6.371244,53.3188301
3678843,"114 Olcovar, Dublin, Ireland",standard,2022-01-30,285000,1,1,Apartment,48.0,Buy,0,11797.0,Mark Nestor,Mark Nestor Property Services Ltd,BRANDED_AGENT,25.0,False,False,False,F,-7.78455,53.411959,-6.1252752,53.2266443
3678820,"23 Hughes Rd N, Walkinstown, Dublin, D12 A6P8, Ireland",standard,2022-01-24,424950,3,1,End of Terrace,61.0,Buy,0,841.0,Siobhan Foley,Mason Estates Phibsboro,BRANDED_AGENT,10.0,True,False,False,D1,-6.229609,53.351894,-6.3254043,53.32344
3678765,"100 Larkhill Rd, Whitehall, Dublin 9, D09 Y893, Ireland",standard,2022-01-29,325000,3,2,Terrace,67.0,Buy,0,2823.0,Niall Draper,Sherry FitzGerald Draper,BRANDED_AGENT,21.0,False,False,False,D1,-8.383244,54.208945,-6.2469625,53.3880205
3678729,"16 Boden Heath, Ballyroan, Dublin, Ireland",standard,2022-01-30,365000,2,2,Apartment,79.0,Buy,0,1340.0,Dick Barry & Son,Dick Barry & Son,BRANDED_AGENT,26.0,False,False,False,C3,-8.270871,52.14372,-6.302733400000001,53.2819367
3678720,"1 Southdene, Monkstown Valley, Mountashton, Monkstown, Co. Dublin, A94 W7C7, Ireland",standard,2022-01-30,515000,2,1,End of Terrace,62.0,Buy,0,1329.0,Pat Walsh,DNG Royal County,BRANDED_AGENT,16.0,False,False,False,B3,-6.660815,53.642286,-6.16005,53.2925665
